lang,goglottocodettolog,url_x,Unnamed: 0,glottocode,url_y,family,dialects,iso3code,speakers,regions,off_lang,rec_min_lang
Par%C3%A1_Ar%C3%A1ra_language,kele1255,https://en.wikipedia.org/wiki/Kele-Foma_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Southern Bantoid', 'Bantu', ' (', 'Zone C', ')', 'Soko–Kele', ' (C.50–60)', 'Kele']",['Foma'],khytitle – inclusive codetitleIndividual code:titlefomtitle – Foma,"(160,000 cited 1980)[1]",Kisangani,,
Par%C3%A1_Ar%C3%A1ra_language,kimm1246,https://en.wikipedia.org/wiki/Kim_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Mbum–Day', 'Kim languages', 'Kim']","['Garap', 'Gerep', 'Kolop', 'Kosop']",kia,"(15,000 cited 1993 census)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,koal1240,https://en.wikipedia.org/wiki/Koalib_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Talodi–Heiban', 'Heiban', 'Central Heiban', 'Koalib']",,kib,"100,000 (2009)[1]",Nuba Hills,,
Par%C3%A1_Ar%C3%A1ra_language,kosh1246,https://en.wikipedia.org/wiki/Koshin_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Southern Bantoid', 'Western Beboid', ' (geographic)', 'Koshin']",,kid,"3,000 (2011)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,kima1246,https://en.wikipedia.org/wiki/Kimaghama_language,,,,"['Trans–New Guinea', 'Kolopom', 'Kimaghama']",,kig,"(3,000 cited 1987)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,kilm1241,https://en.wikipedia.org/wiki/Kilmeri_language,,,,"['Border', '\nBewani Range', 'Poal River', 'Kilmeri']",,kih,"2,000 (2004)[1]",Sandaun Province,,
Par%C3%A1_Ar%C3%A1ra_language,kits1249,https://en.wikipedia.org/wiki/Kitsai_language,,,,"['Caddoan', '\nNorthern', 'Pawnee–Kitsai', 'Kitsai']",,kii,,previously west-central Oklahoma and eastern Texas,,
Par%C3%A1_Ar%C3%A1ra_language,kili1267,https://en.wikipedia.org/wiki/Kilivila_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western Oceanic', 'Papuan Tip', 'Kilivila–Misima', 'Kilivila languages', 'Kilivila']",,kij,"20,000 (2000)[1]",Trobriand Islands,,
Par%C3%A1_Ar%C3%A1ra_language,kiku1240,https://en.wikipedia.org/wiki/Kikuyu_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Benue–Congo', 'Bantoid', 'Southern Bantoid', 'Bantu', 'Northeast Bantu', 'Thagiicu', 'Kikuyu-', 'Temi', '[2]', 'Kikuyu']","['Gichugu', 'Mathira', 'Ndia', 'Northern Gikuyu', 'Southern Gikuyu']",kik,6.6 million (2009 census)[1],Central Province,,
Par%C3%A1_Ar%C3%A1ra_language,kari1316,https://en.wikipedia.org/wiki/Kariya_language,,,,"['Afro-Asiatic', 'Chadic', 'West Chadic', 'Bade–Warji', 'Warji', ' (B.2)', 'Kariya']",,kil,"(2,000 cited 1995)[1]","Ganjuwa LGA, Bauchi State",,
Par%C3%A1_Ar%C3%A1ra_language,kara1462titletofa1248,https://en.wikipedia.org/wiki/Tofa_language,,,,"['Turkic', 'Common Turkic', 'Siberian Turkic', 'South Siberian', 'Sayan Turkic', 'Taiga Sayan Turkic', '[2]', 'Tofa']",,kim,93 (2010 census)[1],Irkutsk Oblast,,
Par%C3%A1_Ar%C3%A1ra_language,kiny1244,https://en.wikipedia.org/wiki/Kinyarwanda,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Benue–Congo', 'Bantoid', 'Southern Bantoid', 'Bantu', 'Northeast Bantu', 'Great Lakes Bantu', 'Rwanda-Rundi', 'Kinyarwanda']","['Bufumbwa', 'Ikinyabwishya', 'Igikiga', 'Ikinyamurenge', 'Ikirera', 'Urufumbira', 'Urutwatwa']",kin,15 million (2014–2022)[1],, Rwanda,
Par%C3%A1_Ar%C3%A1ra_language,kiow1266,https://en.wikipedia.org/wiki/Kiowa_language,,,,"['Tanoan', 'Kiowa']",,kio,20 (2007)[1],western Oklahoma,,
Par%C3%A1_Ar%C3%A1ra_language,kosa1251,https://en.wikipedia.org/wiki/Kosare_language,,,,"['Kaure–Kosare', 'Kosadle']",,kiq,(250 cited 1993)[1],Papua: west of the Nawa River and Idenburg River confluence,,
Par%C3%A1_Ar%C3%A1ra_language,kirg1245,https://en.wikipedia.org/wiki/Kyrgyz_language,,,,"['Turkic', 'Common Turkic', 'Kipchak', 'Kyrgyz–Kipchak', 'Kyrgyz']",['Pamiri Kyrgyz'],kir,5.15 million (2009 census)[1],Central Asia," Kyrgyzstan
 China

Kizilsu Kyrgyz Autonomous Prefecture

Organisations:
 Organization of Turkic States Collective Security Treaty Organization
",
Par%C3%A1_Ar%C3%A1ra_language,kiss1246,https://en.wikipedia.org/wiki/Kis_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western Oceanic', 'Schouten', 'Kairiru–Manam', 'Manam', 'Kis']",,kis,220 (2000)[1],East Sepik Province,,
Par%C3%A1_Ar%C3%A1ra_language,agob1244,https://en.wikipedia.org/wiki/Agob_languages,,,,"['Trans-Fly', 'Pahoturi', 'Agöb']","['Agob', 'Ende', 'Kawam']",kit,"2,400 (2000 census)[1]","Morehead Rural LLG, Western Province",,
Par%C3%A1_Ar%C3%A1ra_language,kimb1242,https://en.wikipedia.org/wiki/Kimbu_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Benue–Congo', 'Bantoid', 'Bantu', 'Northeast Bantu', 'Sukuma-Nyamwezi', 'Nyamwezic', 'Kimbu']",,kiv,"(78,000 cited 1987)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,khia1236,https://en.wikipedia.org/wiki/Khiamniungan_language,,,,"['Sino-Tibetan', 'Brahmaputran', 'Konyak', 'Konyak–Chang', 'Patsho Khiamniungan', 'Khiamniungan']",,kix,"61,983 (2011 census)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,kiri1256,https://en.wikipedia.org/wiki/Kirikiri_language,,,,"['Lakes Plain', 'Tariku', 'Kirikiri']",,kiy,(250 cited 1982)[1],"Doufo District, Puncak Regency, Papua",,
Par%C3%A1_Ar%C3%A1ra_language,kisi1243,https://en.wikipedia.org/wiki/Kisi_language_(Tanzania),,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', 'Northeast Bantu', 'Bena–Kinga (G60)', 'Kisi']",,kiz,"11,000 (2012)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,mlap1238,https://en.wikipedia.org/wiki/Mlap_language,,,,"['Foja Range', 'Nimboran', 'Mlap']",,kja,300 (2000)[1],New Guinea,,
Par%C3%A1_Ar%C3%A1ra_language,qanj1241,https://en.wikipedia.org/wiki/Q%CA%BCanjob%CA%BCal_language,,,,"['Mayan', '\nWestern Mayan', 'Qʼanjobalan', 'Qʼanjobalan', 'Kanjobal–Jacaltec', 'Qʼanjobʼal']",,kjb,"180,000: 170,000 in Guatemala (2015 – 2019 census)[1]10,000 in Mexico (2020 census)[2]","Chiapas, Huehuetenango", Mexico,
Par%C3%A1_Ar%C3%A1ra_language,kisa1266,https://en.wikipedia.org/wiki/Kisar_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Central–Eastern', 'Timoric', 'South–East Timor', 'Luangic–Kisaric', 'Kisar–Roma', 'Kisar']",,kje,"(20,000 cited 1995)[1]","Kisar Island, Maluku",,
Par%C3%A1_Ar%C3%A1ra_language,khmu1255,https://en.wikipedia.org/wiki/Khmu_language,,,,"['Austroasiatic', 'Khmuic', 'Khmu']",,Either:titlekjgtitle – Khmutitlekhftitle – Buddhist Khmu (Kmhmu' Khwen)title[3]title[4],"(798,400 cited 1990–2015 census)[1][2]",,,
Par%C3%A1_Ar%C3%A1ra_language,khak1248,https://en.wikipedia.org/wiki/Khakas_language,,,,"['Turkic', 'Common Turkic', 'Siberian Turkic', '[2]', 'South Siberian', 'Yenisei Turkic', '[3]', 'Khakas']",['Fuyu Kyrgyz'],kjh,"43,000 (2010 census)[1]",Khakassia, Russia Khakassia,
Par%C3%A1_Ar%C3%A1ra_language,zaba1237,https://en.wikipedia.org/wiki/Zabana_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Northwest Solomonic', 'New Georgia – Ysabel', 'Ysabel', 'West Isabel', 'Zabana']",,kji,"3,400 (2003)[2]",Santa Isabel Island,Solomon Islands,
Par%C3%A1_Ar%C3%A1ra_language,khin1240,https://en.wikipedia.org/wiki/Khinalug_language,,,,"['Northeast Caucasian', 'Khinalug']",,kjj,"3,000 (2007)[1]",Quba,,
Par%C3%A1_Ar%C3%A1ra_language,khan1274,https://en.wikipedia.org/wiki/Kh%C3%A1ng_language,,,,"['Austroasiatic', 'Khasi–Palaungic', 'Palaungic', 'Bit–Khang', 'Kháng']",,kjmtitle – inclusive codetitleIndividual code:titlexaotitle – Khao,"14,000 (2009 census)[1]",Sơn La and Lai Châu provinces,,
Par%C3%A1_Ar%C3%A1ra_language,kunj1248,https://en.wikipedia.org/wiki/Kunjen_language,,,,"['Pama–Nyungan', 'Paman', 'Southwestern', 'Upper', 'Kunjen']","['Uw Oykangand', 'Uw Olkola', 'Ogh-Undjan', 'Kawarrang', 'Athina']",Either:titlekjntitle – Oykangandtitleolktitle – Olkol,2 (2005)[1],"Cape York Peninsula, Queensland",,
Par%C3%A1_Ar%C3%A1ra_language,hari1246,https://en.wikipedia.org/wiki/Pahari_Kinnauri_language,,,,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Northern', 'Western Pahari', ' (Himachali)', 'Pahari Kinnauri']",,kjo,"(6,300 cited 1998 survey)[1]",Himachal Pradesh,,
Par%C3%A1_Ar%C3%A1ra_language,pwoe1235,https://en.wikipedia.org/wiki/Eastern_Pwo_language,,,,"['Sino-Tibetan', 'Tibeto-Burman', 'Karenic', 'Pwo', 'Eastern Pwo']",,kjp,"(1,050,000 cited 1998)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,kuru1305,https://en.wikipedia.org/wiki/Kurudu_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Central–Eastern Malayo-Polynesian', 'Eastern Malayo-Polynesian', 'South Halmahera–West New Guinea', 'Cenderawasih Bay', 'Yapen', 'Eastern', 'Kurudu']",,kjr,"(2,200 cited 1993)[1]",Papua,,
Par%C3%A1_Ar%C3%A1ra_language,phra1235,https://en.wikipedia.org/wiki/Phrae_Pwo_language,,,,"['Sino-Tibetan', 'Tibeto-Burman', 'Karenic', 'Pwo', 'Phrae Pwo']",,kjt,"6,000 (2009)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,kash1280,https://en.wikipedia.org/wiki/Kashaya_language,,,,"['Hokan', '\xa0?\n', 'Pomoan', 'Western', 'Southern', 'Kashaya']",,kju,~ 12 (2021)[1],"Sonoma County, California",,
Par%C3%A1_Ar%C3%A1ra_language,ramo1245,https://en.wikipedia.org/wiki/Ramopa_language,,,,"['North Bougainville', 'Keriaka']",,kjx,"(1,000 cited 1981)[1]",Bougainville,,
Par%C3%A1_Ar%C3%A1ra_language,bumt1240,https://en.wikipedia.org/wiki/Bumthang_language,,,,"['Sino-Tibetan', 'Tibeto-Burman', 'Tibeto-Kanauri', ' (?)', 'Bodish', 'East Bodish', 'Bumthang']",,kjz,"20,000 (2011)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,kaka1264,https://en.wikipedia.org/wiki/Kakanda_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta–Niger', 'noi', 'Nupoid', 'Nupe–Gbagyi', 'Nupe Languages', 'Kakanda']",,kka,"100,000 (2008)[1]","Niger State, Kwara State, FCT",,
Par%C3%A1_Ar%C3%A1ra_language,kwer1264,https://en.wikipedia.org/wiki/Kwerisa_language,,,,"['Lakes Plain', '\nCentral', 'Kwerisa']",,kkb,15 (2000)[1],New Guinea,,
Par%C3%A1_Ar%C3%A1ra_language,odoo1238,https://en.wikipedia.org/wiki/Odoodee_language,,,,"['Trans–New Guinea', 'East Strickland', 'Odoodee']",,kkc,490 (2002)[1],,,
Par%C3%A1_Ar%C3%A1ra_language,kinu1239,https://en.wikipedia.org/wiki/Kinuku_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Kainji', 'East Kainji', 'Kinuku']",,kkd,"3,000 (2016)[1]",Kaduna State,,
Par%C3%A1_Ar%C3%A1ra_language,kaka1265,https://en.wikipedia.org/wiki/Kakabe_language,,,,"['Niger–Congo', 'Mande', 'Western Mande', 'Central–Western', 'Central Mande', 'Manding–Jogo', 'Manding–Vai', 'Manding–Mokole', 'Mokole', 'Kakabe']",,kke,"10,000 (2012)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,khun1259,https://en.wikipedia.org/wiki/Kh%C3%BCn_language,,,,"['Kra–Dai', 'Tai', 'Southwestern', ' (Thai)', 'Northwestern', 'Khun']",,kkh,"(100,000 cited 1990)[1]",Kengtung,, Myanmar
Par%C3%A1_Ar%C3%A1ra_language,kagu1239,https://en.wikipedia.org/wiki/Kagulu_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', 'Northeast Bantu', 'Northeast Coast Bantu', 'Ruvu (G30+G10)', 'Kaguru']",,kki,"240,000 (2006 Census)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,kako1242,https://en.wikipedia.org/wiki/Kako_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Benue–Congo', 'Bantoid', 'Southern Bantoid', 'Bantu', ' (', 'Zone A', ')', 'Makaa–Njem', ' + Kako (A.80–90)', 'Kako languages', 'Kako']",,kkj,"(ca. 120,000 cited 1996–2003)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,koko1269,https://en.wikipedia.org/wiki/Kokota_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western Oceanic languages', 'Meso-Melanesian', 'New Ireland network', 'South New Ireland/ Northwest Solomonic network', 'Santa Isabel', 'Central Santa Isabel', 'Kokota']",,kkk,"1,200 (2009)[1]","3 villages on the Island Santa Isabel: Goveo, Sisiḡa, Honiara",,
Par%C3%A1_Ar%C3%A1ra_language,kosa1249,https://en.wikipedia.org/wiki/Kosarek_language,,,,"['Trans–New Guinea', 'Mek', 'Northern', 'Kosarek–Nipsan', 'Kosarek']",['Gilika (Kilika)'],kkl,"(2,300 cited 1993)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,kion1242,https://en.wikipedia.org/wiki/Kiong_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Cross River', 'Upper Cross', 'Kiong–Korop', 'Kiong']",,kkm,8 (2010)[1],Cross River State,,
Par%C3%A1_Ar%C3%A1ra_language,huuu1240title  Hutitlekonk1268title  Kon Keu,https://en.wikipedia.org/wiki/Kon_Keu_language,,,,"['Austroasiatic', 'Khasi–Palaungic', 'Palaungic', 'Angkuic', 'Hu']",,Either:titlehuotitle – Hutitlekkntitle – Kon Keu (duplicate code),"1,000 (2006)[1]",Yunnan,,
Par%C3%A1_Ar%C3%A1ra_language,kark1256,https://en.wikipedia.org/wiki/Karko_language_(Sudan),,,,"['Nilo-Saharan', '?\n', 'Eastern Sudanic', 'Northern Eastern', 'Nubian', 'Hill Nubian', '(Unclassified)', 'Karko']","['Karko', 'Kasha', 'Shifir']",kko,"15,000 (2013)[1]",Nuba Mountains,,
Par%C3%A1_Ar%C3%A1ra_language,gugu1254,https://en.wikipedia.org/wiki/Koko-Bera_language,,,,"['Pama–Nyungan', 'Paman', 'Southwestern', 'Coastal', 'Koko Pera', 'Gugubera']","['Koko Bera (Kok Kaber)', 'Kok Peponk (Koko Babangk)', 'Kok Wap?', 'Koko Beberam', '[2]']",Either:titlekkptitle – Guguberatitleokgtitle – Koko Babangk,18 (2021 census)[1],"Cape York Peninsula, Queensland",,
Par%C3%A1_Ar%C3%A1ra_language,kaik1247,https://en.wikipedia.org/wiki/Kaiku_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', ' (', 'Zone D.20–30', ')', 'Boan', 'Bomokandian', 'Biran', 'Kaiku']",,kkq,"13,000 (2002)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,kirb1236,https://en.wikipedia.org/wiki/Kir-Balar_language,,,,"['Afro-Asiatic', 'Chadic', 'West Chadic', 'Barawa (B.3)', 'Boghom', 'Kir-Balar']",,kkr,"(3,100 cited 1993)[1]",Bauchi State,,
Par%C3%A1_Ar%C3%A1ra_language,giiw1236,https://en.wikipedia.org/wiki/Giiwo_language,,,,"['Afro-Asiatic', 'Chadic', 'West Chadic', 'Bole–Angas', 'Bole–Tangale (A.2)', 'Bole', ' (North)', 'Giiwo']",,kks,"(14,000 cited 1998)[1]",Bauchi State,,
Par%C3%A1_Ar%C3%A1ra_language,koii1238,https://en.wikipedia.org/wiki/Koi_language,,,,"['Sino-Tibetan', 'Tibeto-Burman', 'Mahakiranti', ' (?)', 'Kiranti', 'Western', 'Upper Dudhkosi', 'Koyee']",,kkt,"1,300 (2011 census)[1]",Nepal,,
Par%C3%A1_Ar%C3%A1ra_language,tumi1238,https://en.wikipedia.org/wiki/Tumi_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Kainji', 'East Kainji', 'Tumi']",,kku,"2,300 (2000)[1]",Kaduna State,,
Par%C3%A1_Ar%C3%A1ra_language,kang1289,https://en.wikipedia.org/wiki/Kangean_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Malayo-Sumbawan', ' (?)', 'Madurese', 'Kangean']","['Western Kangean', 'Eastern Kangean']",kkv,"110,000 (2000 census)[1]",Kangean Islands,,
Par%C3%A1_Ar%C3%A1ra_language,teke1280,https://en.wikipedia.org/wiki/Kukuya_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Southern Bantoid', 'Bantu', ' (', 'Zone B', ')', 'Teke', ' (B.70)', 'Kukuya']",,kkw,"39,000 (2000)[1]",Plateaux Department,,
Par%C3%A1_Ar%C3%A1ra_language,kohi1250,https://en.wikipedia.org/wiki/Kohin_language,,,,"['Austronesian', 'Malayo-Polynesian', 'West Barito', 'North', 'Kohin']",,kkx,"8,000 (2003)[1]",Kalimantan,,
Par%C3%A1_Ar%C3%A1ra_language,gugu1255,https://en.wikipedia.org/wiki/Guugu_Yimithirr_language,,,,"['Pama–Nyungan', 'Paman', '?', 'Yalanjic', ' or Yimidhirr–Yalanji–Yidinic', 'Guugu Yimithirr']","['Dhalundhirr', 'Waguurrga', 'Nyiguudyi']",kky,810 (2021 census)[1],"Hopevale, Queensland",,
Par%C3%A1_Ar%C3%A1ra_language,kask1239,https://en.wikipedia.org/wiki/Kaska_language,,,,"['Dené–Yeniseian', '?\n', 'Na-Dené', 'Athabaskan', 'Northern Athabaskan', 'Central Cordillera', 'Kaska']",,kkz,240 (2016 census)[2],,,
Par%C3%A1_Ar%C3%A1ra_language,klam1254,https://en.wikipedia.org/wiki/Klamath_language,,,,"['Penutian', '?\n', 'Plateau Penutian', '?', 'Klamath']",,kla,,Southern Oregon and northern California,,
Par%C3%A1_Ar%C3%A1ra_language,kili1268,https://en.wikipedia.org/wiki/Kiliwa_language,,,,"['Yuman–Cochimí', 'Kiliwa']",,klb,4 (2018)[1],Baja California, Mexico,
Par%C3%A1_Ar%C3%A1ra_language,kolb1240,https://en.wikipedia.org/wiki/Kolbila_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Leko–Nimbari', 'Leko', 'Kolbila']",,klc,"4,500 (2018)[1]",Adamawa Region,,
Par%C3%A1_Ar%C3%A1ra_language,gami1243,https://en.wikipedia.org/wiki/Gamilaraay_language,,,,"['Pama–Nyungan', 'Wiradhuric', 'Gamilaraay']","['Gamilaraay (Kamilaroi)', 'Yuwaalaraay (Euahlayi)', 'Yuwaalayaay (Yuwaaliyaay)', 'Guyinbaraay (Gunjbaraay)', 'Gawambaraay (Kawambarai)', 'Wirray Wirray (Wiriwiri)', 'Waalaraay (Walaraay)']",kld,,Central northern New South Wales,,
Par%C3%A1_Ar%C3%A1ra_language,kulu1253title  Kulungtitlechuk1270title  Chukwa,https://en.wikipedia.org/wiki/Kulung_language_(Nepal),,,,"['Sino-Tibetan', 'Tibeto-Burman', 'Mahakiranti', ' (?)', 'Kiranti', 'Central', 'Khambu', 'Kulung']",['Chukwa'],kletitle – inclusive codetitleIndividual code:titlecuwtitle – Chukwa,"33,000 (2011 census)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,teri1250,https://en.wikipedia.org/wiki/Teribe_language,,,,"['Chibchan', 'Talamanca', 'Teribe']",,tfr,"3,300 (2007)[1]","In Panama:Bocas del Toro Province, Chiriquí Province.In Costa Rica:Limón Province, Puntarenas Province.",,
Par%C3%A1_Ar%C3%A1ra_language,weli1239,https://en.wikipedia.org/wiki/Weliki_language,,,,"['Trans–New Guinea', 'Finisterre–Huon', 'Finisterre', 'Uruwa', 'Weliki']",,klh,(200 cited 1990)[1],Morobe Province,,
Par%C3%A1_Ar%C3%A1ra_language,kalu1247,https://en.wikipedia.org/wiki/Kalumpang_language,,,,"['Austronesian', 'Malayo-Polynesian', 'South Sulawesi', 'Northern', 'Toraja', 'Kalumpang']","['Karataun, Mablei, Mangki (E’da), Bone Hau (Ta’da), etc.']",kli,"20,000 (2012)[1]",West Sulawesi,,
Par%C3%A1_Ar%C3%A1ra_language,turk1303,https://en.wikipedia.org/wiki/Khalaj_language,,,,"['Turkic', 'Common Turkic', 'Arghu', '[4]', 'Khalaj']","['Talx-āb', '[5]', ':\u200a17\u200a', '[a]', 'Xarrāb', '[5]', ':\u200a18\u200a', 'Dāγān', '[5]', ':\u200a20\u200a']",klj,"19,000 (2018)[2]to 20,000[3]",Distributed throughout a number of villages in the Markazi Province from Qom to Ashtian and Tafresh[1],,
Par%C3%A1_Ar%C3%A1ra_language,kono1264,https://en.wikipedia.org/wiki/Kono_language_(Nigeria),,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Kainji', 'East Kainji', 'Kono']",,klk,"5,500 (2000)[1]",Kaduna State,,
Par%C3%A1_Ar%C3%A1ra_language,kolo1267,https://en.wikipedia.org/wiki/Kolom_language,,,,"['Trans–New Guinea', 'Madang', 'Rai Coast', 'Kabenau', 'Kolom']",,klm,470 (2003)[1],Madang Province,,
Par%C3%A1_Ar%C3%A1ra_language,kapy1238,https://en.wikipedia.org/wiki/Kapya_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Plateau', 'Yukubenic', 'Kapya']",,klo,200 (2004)[1],Taraba State,,
Par%C3%A1_Ar%C3%A1ra_language,kama1360,https://en.wikipedia.org/wiki/Kamasa_language,,,,"['Trans–New Guinea', 'Angan', 'Northeast', 'Kamasa']",,klp,7 (2003)[1],Morobe Province,,
Par%C3%A1_Ar%C3%A1ra_language,rumu1243,https://en.wikipedia.org/wiki/Rumu_language,,,,"['Papuan Gulf', '\xa0?\n', '\nKikorian', 'Turama–Kikorian', 'Rumu']",,klq,(700 cited 1990)[1],Papua New Guinea,,
Par%C3%A1_Ar%C3%A1ra_language,khal1275,https://en.wikipedia.org/wiki/Khaling_language,,,,"['Sino-Tibetan', 'Tibeto-Burman', 'Mahakiranti', ' (?)', 'Kiranti', 'Western', 'Upper Dudhkosi', 'Khaling']",,klr,"14,467 in Nepal (2011 census)[1]unknown number in India[1]",Solukhumbu and Khotang districts,,
Par%C3%A1_Ar%C3%A1ra_language,kala1372,https://en.wikipedia.org/wiki/Chitral_Kalasha_language,,,,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Dardic', 'Chitrali', 'Kalasha']",['Urtsuniwar'],kls,"5,000 (2000)[1]",Kalasha Valleys,,
Par%C3%A1_Ar%C3%A1ra_language,nukn1238,https://en.wikipedia.org/wiki/Nukna_language,,,,"['Trans–New Guinea', 'Finisterre–Huon', 'Finisterre', 'Uruwa', 'Nukna']",,klt,"1,000 (2015)[1]",Morobe Province,,
Par%C3%A1_Ar%C3%A1ra_language,klao1243,https://en.wikipedia.org/wiki/Klao_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Kru', 'Western Kru', 'Klao–Tajuasohn', 'Klao']",,klu,"400,000 (2020)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,mask1242,https://en.wikipedia.org/wiki/Maskelynes_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southern Oceanic', 'North-Central Vanuatu', 'Central Vanuatu', 'Malakula', 'Malakula Coastal', 'Maskelynes']",,klv,"1,100 (2001)[1]",Malekula,,
Par%C3%A1_Ar%C3%A1ra_language,lind1248,https://en.wikipedia.org/wiki/Lindu_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Celebic', 'Kaili–Pamona', 'Northern', 'Kaili', 'Lindu']",,klw,2.400 (2000)[1],Sulawesi,,
Par%C3%A1_Ar%C3%A1ra_language,kolu1245,https://en.wikipedia.org/wiki/Koluwawa_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western Oceanic', 'Papuan Tip', 'Nuclear Papuan Tip', ""North Papuan Mainland – D'Entrecasteaux"", 'Bwaidoga', 'Koluwawa']",,klx,(900 cited 1998)[1],Milne Bay Province (Fergusson Island),,
Par%C3%A1_Ar%C3%A1ra_language,kala1394,https://en.wikipedia.org/wiki/Kalao_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Celebic', 'Wotu–Wolio', 'Kalao–Laiyolo', 'Kalao']",,kly,(500 cited 1989)[1],Sulawesi,,
Par%C3%A1_Ar%C3%A1ra_language,konn1242,https://en.wikipedia.org/wiki/Konni_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta–Congo', 'Savannas', 'Gur', 'Northern', 'Oti–Volta', 'Buli–Koma', 'Konni']",,kma,"3,800 (2003)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,kimb1241,https://en.wikipedia.org/wiki/Kimbundu,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Southern Bantoid', 'Bantu', ' (', 'Zone H', ')', 'Kimbundu languages', ' (H.20)', 'Kimbundu']","['Kimbundu proper (Ngola)', 'Mbamba (Njinga)']",kmb,1.7 million (2015)[1],"Luanda Province, Bengo Province , Malanje Province"," Angola (""National language"")",
Par%C3%A1_Ar%C3%A1ra_language,kare1341,https://en.wikipedia.org/wiki/Kare_language_(Papuan),,,,"['Madang', '\nCentral Madang', 'Mabuso', 'Hanseman', 'Kare']",,kmf,(380 cited 1981)[1],Papua New Guinea,,
Par%C3%A1_Ar%C3%A1ra_language,kate1253,https://en.wikipedia.org/wiki/K%C3%A2te_language,,,,"['Trans–New Guinea', 'Finisterre–Huon', 'Huon', 'Eastern Huon', 'Kâte']",,kmg,"20,000 (2011)[1]","Huon Peninsula, Morobe Province",,
Par%C3%A1_Ar%C3%A1ra_language,kala1397,https://en.wikipedia.org/wiki/Kalam_language,,,,"['Trans–New Guinea', 'Madang', 'Rai Coast–Kalam', 'Kalamic', 'Kalam']",,kmh,"(15,000 cited 1991)[1]","Middle Ramu District, Madang Province;Mount Hagen District, Western Highlands Province",,
