,lang,family,dialects,iso3code,speakers,regions,off_lang,rec_min_lang
837,Amharic,"['Afro-Asiatic', 'Semitic', 'West Semitic', 'South Semitic', 'Ethiopic', 'South', 'Transversal South', 'Amharic–Argobba', 'Amharic']",,amh,"L1: 35 million (2020)[1]L2: 25 million (2019)[1] Total:  
60 million (2019–2020)[1]",, Ethiopia[3],
838,North_Dakota,,,,,,,
839,Hawaii,,,,,,,
840,Greece,,,,,,,
841,Aosta_Valley,,,,,,,
842,Somali_language,"['Afro-Asiatic', 'Cushitic', 'Lowland East', 'Macro-Somali', 'Somali languages', 'Somali']","['Ashraf', ' ', ' ', 'Benadiri', ' ', ' ', 'Maay', ' ', 'Northern Somali']",som,24 million (2019–2023)[3],Horn of Africa, Somalia  Somaliland Djibouti  Ethiopia, Kenya
843,Western_Armenian_language,"['Indo-European', 'Armenian', 'Western Armenian']",,hyw,(undated figure of 1.6 million)[1],,,
844,Hunan,,,,,,,
845,Bhutan,,,,,,,
846,Mormon,,,,,,,
847,Dolgan_language,"['Turkic', 'Common Turkic', 'Siberian Turkic', 'Northern Siberian', 'Dolgan']","['Yenisei Dialect', 'Western Dialect\n', 'Norilsk Dialect', 'Western Dialect\n', 'Avam Dialect', 'Central Dialect\n', 'Khatanga Dialect', '\nEastern Dialect']",dlg,"1,100 (2010 census)[1]","Krasnoyarsk Krai
Taymyrsky Dolgano-Nenetsky District
",,
848,North_Carolina,,,,,,,
849,Palawan,,,,,Mimaropa (in transition)[1][2][citation needed],,
850,Gikuyu_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Benue–Congo', 'Bantoid', 'Southern Bantoid', 'Bantu', 'Northeast Bantu', 'Thagiicu', 'Kikuyu-', 'Temi', '[2]', 'Kikuyu']","['Gichugu', 'Mathira', 'Ndia', 'Northern Gikuyu', 'Southern Gikuyu']",kik,6.6 million (2009 census)[1],Central Province,,
851,Kingdom_of_Belgium,,,,,,,
852,Xhosa_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Benue–Congo', 'Bantoid', 'Southern Bantoid', 'Bantu', 'Southern Bantu', 'Nguni', '-', 'Tsonga', 'Nguni', 'Zunda', 'Xhosa']",,xho,8 million (2013)[1]11 million L2 speakers (2002)[2],eastern Eastern Cape; scattered communities elsewhere, South Africa Zimbabwe, Botswana
853,Tamil_language,"['Dravidian', 'Southern', 'Tamil–Kannada', 'Tamil–Kodagu', 'Tamil–Malayalam', 'Tamil languages', 'Tamil']","['Eelam', 'Malesiyat', 'Bunagurr', 'Iyengar', 'Kongu', 'Chennai', 'Madurai', 'Tiruneveli', 'Sankethi', 'Estate', 'Central', 'Malabar', ' ', '†']",Either:tam – Modern Tamiloty – Old Tamil,L1: 79 million (2011–2019)[1]L2: 8 million (2011)[1],"Tamil Nadu[a] (India), Northern and Eastern Provinces (Sri Lanka)", India Tamil Nadu[2]Puducherry[3] Sri Lanka[4] Singapore[5], Malaysia[6] South Africa[b][7]
854,J%C3%A8rriais,"['Indo-European', 'Italic', 'Latino-Faliscan', 'Romance', 'Italo-Western', 'Western Romance', 'Gallo-Romance', 'Gallo-Rhaetian', '[2]', ' (possibly)', 'Oïl', 'Norman', 'Jèrriais']",,nrf  (incl. Guernésiais),"1,900 (2011 census)[1]2,800 L2 speakers of Jersey and Guernsey[citation needed]",,Jersey,
855,Cook_Islands,,,,,,,
856,Portugal,,,,,,,
857,Aromanian_language,"['Indo-European', 'Italic', 'Latino-Faliscan', 'Latin', 'Romance', 'Eastern Romance', 'Southern Romanian?', '[a]', 'Aromanian']","['Farsherot (incl. Muzachiar)', 'Moscopolean', 'Gopeš–Malovište', 'Pindean (incl. Olympiot)', 'Gramostean']",rup,"210,000 (2018)[1]",Balkans,, Albania North Macedonia
858,Kwadi_language,"['Khoe–Kwadi', '[1]', '[2]', 'Kwadi']",,kwz,,,,
859,Tulu_language,"['Dravidian', '\nSouth Dravidian', 'South Dravidian I', 'Southwestern Dravidian', 'Kudiya', '–Tulu', 'Tulu']",,tcy,"1,850,000 (2011 census)[4]",Tulu Nadu[a][1][2][3],,
860,Scots_language,"['Indo-European', 'Germanic', 'West Germanic', 'North Sea Germanic', 'Anglo-Frisian', 'Anglic', 'Scots']","['Central', 'Southern', 'Ulster', 'Northern', 'Insular', 'Cromarty', ' ', '†', 'Doric', 'Glasgow']",sco,"1,541,693 (2011)[1]","
Scotland: Scottish Lowlands, Northern Isles, Caithness, Arran and Campbeltown
Ulster (Ireland): Counties Down, Antrim, Londonderry, Donegal and Armagh
",Scotland[2],Northern Ireland (as Ulster Scots)Republic of Ireland (County Donegal; also as Ulster Scots)
861,S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe,,,,,,,
862,Haryana,,,,,North India,,
863,Republic_of_the_Congo,,,,,,,
864,Ancient_Egyptian_Language,"['Afro-Asiatic', 'Egyptian']","['Upper?', '[5]', '[6]', ' ', '†', 'Lower?', '[5]', '[6]', ' ', '†', 'Coptic dialects', ' ', '†']",egy  (also cop for Coptic),,"Originally, throughout Ancient Egypt and parts of Nubia (especially during the times of the Nubian kingdoms)[3]",,
865,Adangbe,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Kwa', 'Ga-Dangme', 'Dangbe']",,ada,"1,020,000 (2013)[1]","South-eastern Ghana, east of Accra",Ghana,
866,Nepal_Bhasa,"['Sino-Tibetan', 'Tibeto-Burman', 'Newaric', 'Newar']","['Dolakhae', 'Sindhupalchok', 'Kathmandu', 'Lalitpur', 'Bhaktapur', 'Panauti', 'Banepa', 'Hetauda', 'Dhulikhel', 'Chitlang']",Variously:new – Newarinwx – Middle Newarphj – Pahari Newar,"880,000 (2021 census)[1]",Nepal Mandala," India
Sikkim (additional)
 Nepal

Bagmati Province (additional)
",
867,Gothic_language,"['Indo-European', 'Germanic', 'East Germanic', ' †', 'Gothic']","['Crimean Gothic', ' †']",got,,"Oium, Dacia, Pannonia, Dalmatia, Italy, Gallia Narbonensis, Gallia Aquitania, Hispania, Crimea, North Caucasus",,
868,The_United_States_of_America,,,,,,,
869,Nigeria,,,,,,,
870,Trinidadian_Creole,"['English Creole', '\nAtlantic', 'Eastern', 'Southern', 'Trinidadian English Creole']",,trf,"1,000,000 (2011)[1]",,,
871,Western_Sahara,,,,,,,
872,Federal_Democratic_Republic_of_Ethiopia,,,,,,,
873,East_New_Britain,,,,,,,
874,Norwegian_language,"['Indo-European', 'Germanic', 'Northwest Germanic', '[2]', 'North Germanic', 'West Scandinavian', ' (', 'disputed', ')', 'Norwegian']",,nor – inclusive codeIndividual codes:nob – Bokmålnno – Nynorsk,4.32 million (2020)[1],,Norway,
875,Anglo-Saxon_runes,,,,,,,
876,Pattani_Province,,,,,,,
877,Republic_of_Vanuatu,,,,,,,
878,Judaeo-Spanish,"['Indo-European', 'Italic', 'Latino-Faliscan', 'Romance', 'Italo-Western', 'Western Romance', 'Ibero-Romance', 'West Iberian', 'Castilian', 'Judaeo-Spanish']","['South-Eastern (Istanbul, Salonica)', 'North-Eastern', 'North-Western (Sarajevo)', 'Haketia', ' (Tangiers, ', 'Tetuani', ')', '[2]']",lad  Ladino,"51,000 (2018)[1]","Mediterranean Basin (native region), formerly also the Americas",, Bosnia and Herzegovina France Israel
879,Xibe_language,"['Tungusic', '\nSouthern', 'Jurchenic', 'Manchu', '–Xibe', 'Sibe']",,sjo,"30,000 (2000)[3]",Xinjiang[2],,
880,Lebanon,,,,,,,
881,Guangdong,,,,,,,
882,Tunisia,,,,,,,
883,Fur_languages,,,,,,,
884,Kayah_Li_alphabet,,,,,,,
885,Polish-Lithuanian_Commonwealth,,,,,,,
886,Depok,,,,,,,
887,Provinces_of_China,,,,,,,
888,Macau,,,,,,,
889,England,,,,,,,
890,Kingdom_of_Tonga,,,,,,,
891,Vatican_City,,,,,,,
892,Bai_language,"['Sino-Tibetan', 'Sinitic', '?', '[3]', 'Macro-Bai', '?', 'Bai']","['Jianchuan-Dali', 'Panyi–', 'Lama']","Variously:bca – Central Bai, Jianchuan dialectbfs – Southern Bai, Dali dialectbfc – Panyi Bailay – Lama Bai",1.3 million (2003)[2],,,
893,Prussia,,,,,,,
894,Syria,,,,,,,
895,Osmanya_alphabet,,,,,,,
896,Tuva,,,,,,,
897,Tamang_language,"['Sino-Tibetan', 'Tamangic', 'Tamang']",,Variously:taj – Eastern Tamangtdg – Western Tamangtge – Eastern Gorkha Tamang,"1.4 million in Nepal (2021 census)[1]20,154 in India (2011 census)[2]",,"   Nepal
Bagmati Province
 India

Sikkim (additional)[3]
",
898,East_Asia,,,,,,,
899,American_Samoa,,,,,,,
900,Vojvodina,,,,,,,
901,Terengganu,,,,,,,
902,Blackfoot_Tribe,,,,,,,
903,Erzya_language,"['Uralic', 'Mordvinic', 'Erzya']",,myv,"300,000 claimed to speak ""Mordovin"" while 50,000 claimed to speak ""Erzya-Mordvin"" (2020 census)[1]","Mordovia, Nizhny Novgorod, Chuvashia, Ulyanovsk, Samara, Penza, Saratov, Orenburg, Tatarstan, Bashkortostan",Mordovia (Russia),
904,Okinawan_Japanese,"['Japonic', 'Japanese', 'Eastern Japanese', 'Kantō', 'Western', 'Tokyo', 'Okinawan Japanese']",,–,"(undated figure of 1,000,000+[citation needed])",Okinawa Islands,,
905,Kweneng_District,,,,,,,
906,China,,,,,,,
907,Fula_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'West Atlantic', 'Senegambian', 'Fula–Wolof', 'Fulani']",,"ful – inclusive code – FulahIndividual codes:fuc – Pulaar (Senegambia, Mauritania)fuf – Pular (Guinea, Sierra Leone)ffm – Maasina Fulfulde (Mali, Ghana)fue – Borgu Fulfulde (Benin, Togo)fuh – Western Niger Fulfulde (Burkina, Niger)fuq – Central–Eastern Niger Fulfulde (Niger)fuv – Nigerian Fulfulde (Nigeria)fub – Adamawa Fulfulde (Cameroon, Chad, Nigeria)fui – Bagirmi Fulfulde (CAR)",,Sahel,Burkina FasoMali, Cameroon  Niger
908,Hopi_language,"['Uto-Aztecan', 'Northern Uto-Aztecan', 'Hopi']",,hop,"6,100 (2015 census)[1]40 monolinguals[1]",Northeastern Arizona,,
909,People%27s_Republic_of_China,,,,,,,
910,Tongan_language,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Polynesian', 'Tongic', 'Tongan']",,ton,"(187,000
96,000 in Tonga cited 1998)[1]73,000 elsewhere (no date), primarily in NZ, U.S., and Australia[2]
",, Tonga,
911,Alabama_language,"['Muskogean', '\nEastern', 'Alabama–', 'Koasati', 'Alabama']",,akz,approx. 370 (2015 census)[1],"Currently in Texas, Formerly in Oklahoma and Alabama",,
912,Ningbo,,,,,,,
913,Shan_State,,,,,East central,,
914,Kgalagadi_District,,,,,,,
915,Jewish_Autonomous_Oblast,,,,,,,
916,State_of_Israel,,,,,,,
917,Michoac%C3%A1n_Nahuatl,"['Uto-Aztecan', 'Aztecan (Nahuan)', 'Nahuatl', 'Western Peripheral Nahuatl', 'Michoacán Nahuatl']",,ncl,"(3,000 cited 1990 census)[1]","Maruata Pómaro, Michoacán",,
918,Min_Dong,"['Sino-Tibetan', 'Sinitic', 'Chinese', 'Min', 'Coastal Min', 'Eastern Min']","['Funing', ': ', ""Fu'an"", ', ', 'Ningde', 'Houguan', ': ', 'Fuqing', ', ', 'Fuzhou', ' (including ', 'Lianjiang', '), ', 'Matsu', 'Manjiang', 'Zhongshan', ': ', 'Longdu', ', ', 'Nanlang']",cdo,11 million (2022)[1],"Eastern Fujian (Fuzhou and Ningde), Matsu; parts of Taishun and Cangnan, Wenzhou, Zhejiang","Matsu Islands, Taiwan (as local language[5])[6]","one of the statutory languages for public transport announcements in the Matsu Islands, Taiwan[7]"
919,Upper_Mustang,,,,,,,
920,Chanchaga,,,,,,,
921,Kaixana_language,"['Arawakan', '\nNorthern', 'Upper Amazon', 'Manao', 'Cawishana']",,None (mis),,,,
922,Aruba,,,,,,,
923,Algeria,,,,,,,
924,Tetum_language,"['Austronesian', 'Malayo-Polynesian', 'Central–Eastern', 'Timor–Babar', 'Tetumic', 'Tetum']","['Belunese (', 'Tetun Belu', ')', 'Terik (', 'Tetun Terik', ')']",tet,"500,000, mostly in Indonesia (2010–2011)[1]",, East Timor, Indonesia (East Nusa Tenggara)
925,Haida_language,['Language isolate'],,hai – inclusive codeIndividual codes:hdn – Northern Haidahax – Southern Haida,"13 (2018, 2020)[1]",, Council of the Haida Nation   Alaska,
926,French_Guiana,,,,,,,
927,Principality_of_Andorra,,,,,,,
928,Voivodeships_of_Poland,,,,,,,
929,Cocos_Malay,"['Creole', 'Malay-based creole', 'Betawic', 'Cocos Islands Malay']",,coa,"(1,100 in Australia cited 1987–2012)[1]","Cocos (Keeling) Islands, Sabah",,
930,Guam,,,,,,,
931,Inner_Mongolia,,,,,,,
932,Specials_(Unicode_block)#Replacement_character,,,,,,,
933,Kashubian_language,"['Indo-European', 'Balto-Slavic', 'Slavic', 'West Slavic', 'Lechitic', 'Pomeranian', 'Kashubian']",,csb,"87,600 (2021 census)[1]",Kashubia,"Officially recognized as of 2005, as a regional language, in some communes of Pomeranian Voivodeship, Poland", Poland[2]
934,Provinces_of_Argentina,,,,,,,
935,Maasai_people,,,,,,,
936,V%C3%B5ro_language,"['Uralic', 'Finno-Ugric', 'Finnic', 'South Estonian', 'Võro']",['Seto'],vro,"100,000, including 13,000 Seto speakers (2021)[1]",Southern Estonia,,
937,Trinidad,,,,,,,
938,Shanghai,,,,,East China,,
939,Anatolia,,,,,,,
940,Mon%C3%A9gasque_dialect,"['Indo-European', 'Italic', 'Latino-Faliscan', 'Latin', 'Romance', 'Italo-Western', 'Western', 'Gallo-Iberian', 'Gallo-Romance', 'Gallo-Italic', 'Ligurian', 'Monégasque']",,–,"(ca. 20 cited for 1950)[2]nearly extinct, but taught in school as a heritage language",,,Monaco
941,Djibouti,,,,,,,
942,Welsh_language,"['Indo-European', 'Celtic', 'Insular Celtic', 'Brittonic', 'Western Brittonic', 'Welsh']","['Cofi', 'Gwyndodeg', 'Powyseg', 'Dyfedeg', 'Gwenhwyseg', 'Patagonian Welsh']",cym,"
Wales: 538,300 (17.8% of the population of Wales in 2021, including both L1 and L2 speakers)
England: 110,000 (2001, estimated)[1]
Argentina: 1,500–5,000[2][3]
Canada: <3,885 (L1)[4]
Australia: 1,737 [5]
","United Kingdom (Wales, England), Argentina (Chubut Province)",Wales,Argentina (Chubut Province)
943,Alaska,,,,,,,
944,North_Macedonia,,,,,,,
945,Laal_language,['language isolate'],"['Gori', 'Laabe']",gdm,750 (2000)[1],"Gori, Damtar, Mailao villages in Moyen-Chari prefecture",,
946,Togo,,,,,,,
947,Karakalpakstan,,,,,,,
948,Karelian_language,"['Uralic', 'Finnic', 'Northern Finnic', 'Karelian']","['Tver', 'Livvi', 'Northern', 'Southern']",krl,"8,753 (Russia) (2020)[1]11,000 (Finland)[2]","Republic of Karelia, Tver Oblast (Tver Karelia)",," Finland[4] Russia
 Republic of Karelia[5]
"
949,Goa,,,,,West India,,
950,Tangerang_Regency,,,,,,,
951,Daman_and_Diu,,,,,,,
952,Konkani,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Southern Zone', 'Marathi–Konkani', 'Konkani']","['Dialect groups', ': ', 'Canara Konkani', ', ', 'Goan Konkani', ', ', 'Maharashtrian Konkani', ', ', 'Kerala Konkani', 'Individual dialects', ': ', 'Malvani', ', ', 'Mangalorean', ', Chitpavani, Antruz, Bardeskari, Saxtti, ', 'Nawayati', ', Daldi(Language of Nakhuda Dialect), Pednekari, ', 'Koli', ' and ', 'Aagri', '[4]']",kok – inclusive codeIndividual codes:gom – Goan Konkaniknn – Maharashtrian Konkani,2.26 million (2011 census)[3],"Konkan (includes Goa and the coastal areas of Karnataka, Maharashtra and some parts of Kerala, Gujarat (Dang district) and Dadra and Nagar Haveli and Daman and Diu)[1][2]"," India 
Goa[6]
",
953,Kingdom_of_Bhutan,,,,,,,
954,Arizona,,,,,,,
955,Baki_language,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southern Oceanic', 'North-Central Vanuatu', 'Central Vanuatu', 'Epi-Efate', 'Epi', 'Baki']",,bki,350 (2001)[1],Epi Island,,
956,East_Java,,,,,,,
957,Indonesian_language,"['Austronesian', 'Malayo-Polynesian', 'Malayic', 'Malay', 'Indonesian']","['Colloquial Indonesian', ' (especially Colloquial Jakarta Indonesian)', '[6]']",ind,L1 speakers: 43 million (2010 census)[1]L2 speakers: 156 million (2010 census)[1] Total speakers: 300 million (2022)[2],"Indonesia (as official language)  Significant language speakers: East Timor, Malaysia, Singapore, Saudi Arabia, Australia, Taiwan, Netherlands and others"," Indonesia

 UNESCO", East Timor (Indonesian used as a working language and a trade language with Indonesia)[7]
958,Autonomous_regions_of_the_People%27s_Republic_of_China,,,,,,,
959,Votic_language,"['Uralic', 'Finnic', 'Southern Finnic', 'Votic']","['Krevinian', 'Kukkuzi']",vot – inclusive codeIndividual code:zkv – Krevinian,21 (2020)[1]100 with some knowledge,Ingria,,
960,Provinces_of_Thailand,,,,,,,
961,Austria,,,,,,,
962,Kiribati,,,,,,,
963,New_Mexico,,,,,,,
964,Urdu,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Central Zone', 'Western Hindi', 'Hindustani', 'Urdu']","['Deccani', 'Dhakaiya', 'Judeo-Urdu']",urd,L1: 70 million (2011–2017)[1]L2: 170 million (2020)[1]Total: 240 million[1],Pakistan (widely used as lingua franca)[a]India (as a minority in the Hindustani Belt & Deccan)[b]Afghanistan (as a minority across the country)[c]Nepal (as a minority in the Terai)[d]Bangladesh (as a minority in Old Dhaka)[e]," Pakistan(national, official) 
 India(8th Schedule, state-additional official)[3]

Jammu and Kashmir
National Capital Territory of Delhi
Bihar
Uttar Pradesh
Jharkhand
Andhra Pradesh[4][5]
Telangana[6][7]
West Bengal
", South Africa (protected language)[8]
965,Solomon_Islands,,,,,,,
966,Itelmen_language,"['Chukotko-Kamchatkan', 'Kamchatkan', 'Itelmen']",,itl,80 (2010 census)[1],Kamchatka Peninsula,,
967,Tajikistan,,,,,,,
968,Serer_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'West Atlantic', 'Senegambian', 'Fula', '–Serer', 'Serer']",,srr,1.7 million (2017–2022)[1],,,
969,African_Union,,,,,,,
970,Madhya_Pradesh,,,,,Central India,,
971,Greenlandic_language,"['Eskaleut', 'Eskimo', 'Inuit', 'Greenlandic']","['Kalaallisut', 'Tunumiisut']",kal,"57,000 (2007)[1]","Greenland, Denmark", Greenland[2], Denmark
972,North_Ossetia%E2%80%93Alania,,,,,,,
973,Cyprus,,,,,,,
974,Kuanua,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western', 'Meso-Melanesian', '(St George linkage)', 'Patpatar–Tolai', 'Tolai']",,ksd,"(61,000 cited 1991)[1]20,000 L2 speakers","Gazelle Peninsula, East New Britain Province",,
975,Basque_Country_(autonomous_community),,,,,,,
976,Northern_S%C3%A1mi,"['Uralic', 'Sámi', 'Western', 'Northern Sámi']",,sme,"(ca. 25,000 cited 1992–2013Gp)[1]",, Norway[2][3], Finland Sweden[4]
977,Ndyuka_language,"['English Creole', '\nAtlantic', 'Suriname', 'Ndyuka']",['Aluku'],djk,"67,000 (2017–2019)[1]",,,
978,Kendeje_language,"['Nilo-Saharan', '?\n', 'Maban', 'Kenjeje']","['Yaali', 'Faranga']",klf,"1,900 (2000)[1]",Ouaddaï,,
979,Tai_L%C3%BC_language,"['Kra–Dai', 'Tai', 'Southwestern', ' (Thai)', 'Chiang Saen', 'Tai Lue']",,khb,"550,000 (2000–2013)[1]","Yunnan, China",, China Laos Thailand Myanmar Vietnam
980,Blackfoot_language,"['Algic', 'Algonquian', 'Siksika']","['Siksiká (Blackfoot)', 'Kainai (Blood, Many Chiefs)', 'Aapátohsipikani (Northern Piegan)', 'Aamsskáápipikani (Southern Piegan)']",bla,"2,900 (2016)[1]","Piikani Nation, Siksika Nation, and Kainai Nation in southern Alberta; Blackfeet Nation in Montana",,
981,New_Zealand_English,"['Indo-European', 'Germanic', 'West Germanic', 'Ingvaeonic', 'Anglo-Frisian', 'Anglic', 'English', 'New Zealand English']",,–,"3.8 million in New Zealand (2013 census)[1]150,000 L2 speakers of English in New Zealand (Crystal 2003)",New Zealand,,
982,Samoa,,,,,,,
983,Haiti,,,,,,,
984,Uyghur_language,"['Turkic', 'Common Turkic', 'Karluk', 'Uyghur']","['Central Uyghur', 'Khotan', 'Lopnor']","uig  Uighur, Uyghur",8–13 million (2021)[1],,China (Xinjiang)[2],
985,States_and_territories_of_Australia,,,,,,,
986,Southeast_Asia,,,,,,,
987,Breton_language,"['Indo-European', 'Celtic', 'Insular Celtic', 'Brittonic', 'Southwestern Brittonic', 'Breton']","['Gwenedeg', 'Kerneveg', 'Leoneg', 'Tregerieg']",Variously:bre – Modern Bretonxbmobt,"210,000 in Brittany (2018)[1]16,000 in Île-de-France[2](Number includes students in bilingual education)[3]",Lower Brittany,,"France
Brittany
"
988,Wadi_Fira_Region,,,,,,,
989,Saterland,,,,,,,
990,Samtskhe-Javakheti,,,,,,,
991,Archi_language,"['Northeast Caucasian', 'Lezgic', '[2]', 'Archi']",,aqc,970 (2010 census)[1],"Archib, Dagestan",,
992,Dungan_people,,,,,,,
993,Hakka_people,,,,,,,
994,Catalan_language,"['Indo-European', 'Italic', 'Latino-Faliscan', 'Latin', 'Romance', 'Italo-Western', 'Western Romance', 'Gallo-Iberian?', '[2]', 'Gallo-Romance', '[a]', 'Occitano-Romance', '[a]', 'Catalan']","['Valencian', 'Balaeric', ' (including ', 'Menorcan', ')', 'Central', 'Roussillonese', 'Algherese', 'Northwestern', 'Ribagorçan', 'Judaeo-Catalan', ' ', '†', 'Patuet']",cat,L1: 4.1 million (2012)[1]L2: 5.1 millionTotal: 9.2 million,Catalan Countries,"AndorraItaly
Alghero, Sardinia
Spain

Balearic Islands
Catalonia
Valencian Community (as Valencian)
","France
Northern Catalonia, Occitania
Spain

La Franja, Aragon
Carche, Region of Murcia (as Valencian)
"
995,Tofa_language,"['Turkic', 'Common Turkic', 'Siberian Turkic', 'South Siberian', 'Sayan Turkic', 'Taiga Sayan Turkic', '[2]', 'Tofa']",,kim,93 (2010 census)[1],Irkutsk Oblast,,
996,Min_Zhong,"['Sino-Tibetan', 'Sinitic', 'Chinese', 'Min', 'Inland Min', 'Central Min']","['Sanming', ""Yong'an"", 'Shaxian']",czo,3.65 million (2022)[1],"Yong'an, Sanming",,
997,Republic_of_Zimbabwe,,,,,,,
998,Kutchi_language,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Northwestern', 'Sindhic languages', 'Kutchi']",['Kutchi-Swahili'],kfr,"1,031,000 (in India) (2011)[2]",Kutch (India)Sindh (Pakistan)[a],,
999,Adjukru_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Kwa', 'Adjukru']",,adj,"160,000 (2021)[1]",,,
1000,Istro-Romanian_language,"['Indo-European', 'Italic', 'Latino-Faliscan', 'Latin', 'Romance', 'Eastern Romance', 'Northern Romanian?', '[a]', 'Istro-Romanian']",,ruo,"300 (2007)[1]L2 speakers: 1,100 (2007)[1]",Istria,,
1001,Maharashtra,,,,,West India,,
1002,Arapaho_people,,,,,,,
1003,Republic_of_Serbia,,,,,,,
